gene	background	synapse
Nrg3	True	False
Nrg4	True	False
Nrgn	True	False
Nrip1	True	False
Nrip2	True	False
Nrip3	True	False
Nrk	True	False
Nrl	True	False
Nrm	True	False
Nrn1	True	False
Nrn1l	True	False
Nrp1	True	False
Nrp2	True	False
Nrros	True	False
Nrsn1	True	False
Nrsn2	True	False
Nrtn	True	False
Nrxn1	True	False
Nrxn2	True	False
Nsa2	True	False
Nsd1	True	False
Nsd2	True	False
Nsd3	True	False
Nsdhl	True	False
Nsf	False	True
Nsfl1c	True	False
Nsg1	True	False
Nsg2	True	False
Nsl1	True	False
Nsmaf	True	False
Nsmce1	True	False
Nsmce2	True	False
Nsmce3	True	False
Nsmce4a	True	False
Nsmf	True	False
Nsrp1	True	False
Nsun2	True	False
Nsun3	True	False
Nsun4	True	False
Nsun5	True	False
Nsun6	True	False
Nsun7	True	False
Nt5c	True	False
Nt5c1a	True	False
Nt5c1b	True	False
Nt5c2	True	False
Nt5c3	True	False
Nt5c3b	True	False
Nt5dc1	True	False
Nt5dc2	True	False
Nt5dc3	True	False
Nt5e	True	False
Nt5m	True	False
Ntan1	True	False
Ntf3	True	False
Ntf5	True	False
Nthl1	True	False
Ntm	True	False
Ntmt1	True	False
Ntn1	True	False
Ntn3	True	False
Ntn4	True	False
Ntn5	True	False
Ntng1	True	False
Ntpcr	True	False
Ntrk1	True	False
Ntrk2	True	False
Ntrk3	True	False
Nts	True	False
Ntsr1	True	False
Ntsr2	True	False
Nuak1	True	False
Nuak2	True	False
Nub1	True	False
Nubp1	True	False
Nubp2	True	False
Nubpl	True	False
Nucb1	True	False
Nucb2	True	False
Nucks1	True	False
Nudc	True	False
Nudcd1	True	False
Nudcd2	True	False
Nudcd3	True	False
Nudt1	True	False
Nudt10	True	False
Nudt11	True	False
Nudt12	True	False
Nudt13	True	False
Nudt14	True	False
Nudt15	True	False
Nudt16	True	False
Nudt16l1	True	False
Nudt16l2	True	False
Nudt17	True	False
Nudt18	True	False
Nudt19	True	False
Nudt2	True	False
Nudt21	True	False
Nudt22	True	False
Nudt3	True	False
Nudt4	True	False
Nudt5	True	False
Nudt6	True	False
Nudt7	True	False
Nudt8	True	False
Nudt9	True	False
Nuf2	True	False
Nufip1	True	False
Nufip2	True	False
Nuggc	True	False
Numa1	True	False
Numb	True	False
Numbl	True	False
Nup107	True	False
Nup133	True	False
Nup153	True	False
Nup155	True	False
Nup160	True	False
Nup188	True	False
Nup205	True	False
Nup210	True	False
Nup210l	True	False
Nup214	True	False
Nup35	True	False
Nup37	True	False
Nup43	True	False
Nup50	True	False
Nup54	True	False
Nup62	True	False
Nup62cl	True	False
Nup85	True	False
Nup88	True	False
Nup93	False	False
Nup98	True	False
Nupl2	True	False
Nupr1	True	False
Nupr1l	True	False
Nus1	True	False
Nusap1	True	False
Nutf2	True	False
Nutm1	True	False
Nutm2	True	False
Nvl	True	False
Nwd1	True	False
Nwd2	True	False
Nxf1	True	False
Nxf2	True	False
Nxf3	True	False
Nxf7	True	False
Nxn	True	False
Nxnl1	True	False
Nxnl2	True	False
Nxpe2	True	False
Nxpe3	True	False
Nxpe4	True	False
Nxpe5	True	False
Nxph1	True	False
Nxph2	True	False
Nxph3	True	False
Nxph4	True	False
Nxt1	True	False
Nxt2	True	False
Nyap1	True	False
Nyap2	True	False
Nynrin	True	False
Nyx	True	False
Oacyl	True	False
Oaf	True	False
Oard1	True	False
Oas1a	True	False
Oas1c	True	False
Oas1d	True	False
Oas1e	True	False
Oas1f	True	False
Oas1g	True	False
Oas1h	True	False
Oas2	True	False
Oas3	True	False
Oasl1	True	False
Oasl2	True	False
Oat	True	False
Oaz1	True	False
Oaz2	True	False
Oaz3	True	False
Obi1	True	False
Obox3	True	False
Obox5	True	False
Obox6	True	False
Obox7	True	False
Obox8	True	False
Obp1a	True	False
Obp1b	True	False
Obp2a	True	False
Obp2b	True	False
Obscn	True	False
Obsl1	True	False
Oc90	True	False
Oca2	True	False
Ocel1	True	False
Ociad1	True	False
Ociad2	True	False
Ocln	True	False
Ocm	True	False
Ocrl	True	False
Ocstamp	True	False
Odad1	True	False
Odad2	True	False
Odad3	True	False
Odad4	True	False
Odam	True	False
Odaph	True	False
Odc1	True	False
Odf1	True	False
Odf2	True	False
Odf2l	True	False
Odf3	True	False
Odf3b	True	False
Odf3l1	True	False
Odf3l2	True	False
Odf4	True	False
Odr4	True	False
Ofcc1	True	False
Ofd1	True	False
Oga	True	False
Ogdh	True	False
Ogdhl	True	False
Ogfod1	True	False
Ogfod2	True	False
Ogfod3	True	False
Ogfr	True	False
Ogfrl1	True	False
Ogg1	True	False
Ogn	True	False
Ogt	True	False
Oip5	True	False
Oit3	True	False
Ola1	True	False
Olah	True	False
Olfm1	True	False
Olfm2	True	False
Olfm3	True	False
Olfm4	True	False
Olfm5	True	False
Olfml1	True	False
Olfml2a	True	False
Olfml2b	True	False
Olig1	True	False
Olig2	True	False
Olig3	True	False
Olr1	True	False
Oma1	True	False
Omd	True	False
Omg	True	False
Omp	True	False
Omt2a	True	False
Omt2b	True	False
Onecut1	True	False
Onecut2	True	False
Onecut3	True	False
Ooep	True	False
Oog2	True	False
Oog3	True	False
Oog4	True	False
Oosp1	True	False
Oosp2	True	False
Oosp3	True	False
Opa1	True	False
Opa3	True	False
Opalin	True	False
Opcml	True	False
Ophn1	True	False
Oplah	True	False
Opn1mw	True	False
Opn1sw	True	False
Opn3	True	False
Opn4	True	False
Opn5	True	False
Oprd1	True	False
Oprk1	True	False
Oprl1	True	False
Oprm1	True	False
Optc	True	False
Optn	True	False
Or10a2	True	False
Or10a3	True	False
Or10a3b	True	False
Or10a3m	True	False
Or10a3n	True	False
Or10a4	True	False
Or10a48	True	False
Or10a49	True	False
Or10a5	True	False
Or10aa1	True	False
Or10aa3	True	False
Or10ab4	True	False
Or10ab5	True	False
Or10ac1	True	False
Or10ad1	True	False
Or10ad1c	True	False
Or10ag2	True	False
Or10ag52	True	False
Or10ag53	True	False
Or10ag54	True	False
Or10ag56	True	False
Or10ag57	True	False
Or10ag59	True	False
Or10ag60	True	False
Or10ah1-ps1	True	False
Or10ak12	True	False
Or10ak13	True	False
Or10ak14	True	False
Or10ak16	True	False
Or10ak7	True	False
Or10ak8	True	False
Or10ak9	True	False
Or10al2	True	False
Or10al3	True	False
Or10al5	True	False
Or10al6	True	False
Or10al7	True	False
Or10am5	True	False
Or10b1	True	False
Or10c1	True	False
Or10d1	True	False
Or10d1b	True	False
Or10d1c	True	False
Or10d3	True	False
Or10d4	True	False
Or10d4b	True	False
Or10d4c	True	False
Or10d5	True	False
Or10d5j	True	False
Or10g1	True	False
Or10g1b	True	False
Or10g3	True	False
Or10g3b	True	False
Or10g6	True	False
Or10g7	True	False
Or10g9	True	False
Or10g9b	True	False
Or10h1	True	False
Or10h1b	True	False
Or10h28	True	False
Or10h5	True	False
Or10j2	True	False
Or10j27	True	False
Or10j3	True	False
Or10j3b	True	False
Or10j5	True	False
Or10j7	True	False
Or10k2	True	False
Or10n1	True	False
Or10p1	True	False
Or10p21	True	False
Or10p22	True	False
Or10q1	True	False
Or10q12	True	False
Or10q1b	True	False
Or10q3	True	False
Or10s1	True	False
Or10u4	True	False
Or10v1	True	False
Or10v5	True	False
Or10v9	True	False
Or10w1	True	False
Or10w3	True	False
Or10x1	True	False
Or10x4	True	False
Or10z1	True	False
Or11a4	True	False
Or11g1	True	False
Or11g2	True	False
Or11g24	True	False
Or11g25	True	False
Or11g26	True	False
Or11g27	True	False
Or11g7	True	False
Or11h23	True	False
Or11h4	True	False
Or11h4b	True	False
Or11h6	True	False
Or11h7	True	False
Or11i1	True	False
Or11j4	True	False
Or11l3	True	False
Or11m3	True	False
Or11n2	True	False
Or11q2	True	False
Or12d12	True	False
Or12d13	True	False
Or12d14-ps1	True	False
Or12d15	True	False
Or12d16-ps1	True	False
Or12d17	True	False
Or12d2	True	False
Or12e1	True	False
Or12e10	True	False
Or12e13	True	False
Or12e14	True	False
Or12e7	True	False
Or12e8	True	False
Or12e9	True	False
Or12j2	True	False
Or12j3	True	False
Or12j4	True	False
Or12j5	True	False
Or12k5	True	False
Or12k7	True	False
Or12k8	True	False
Or13a1	True	False
Or13a17	True	False
Or13a19	True	False
Or13a20	True	False
Or13a21	True	False
Or13a22	True	False
Or13a24	True	False
Or13a25	True	False
Or13a26	True	False
Or13a27	True	False
Or13a28	True	False
Or13ae2	True	False
Or13c25	True	False
Or13c3	True	False
Or13c7	True	False
Or13c7b	True	False
Or13c7c	True	False
Or13c7d	True	False
Or13d1	True	False
Or13e8	True	False
Or13f5	True	False
Or13g1	True	False
Or13j1	True	False
Or13l2	True	False
Or13n4	True	False
Or13p10	True	False
Or13p3	True	False
Or13p4	True	False
Or13p5	True	False
Or13p8	True	False
Or14a256	True	False
Or14a257	True	False
Or14a258	True	False
Or14a259	True	False
Or14a260	True	False
Or14c39	True	False
Or14c40	True	False
Or14c41	True	False
Or14c43	True	False
Or14c44	True	False
Or14c45	True	False
Or14c46	True	False
Or14j1	True	False
Or14j10	True	False
Or14j2	True	False
Or14j3	True	False
Or14j5	True	False
Or14j7	True	False
Or14j8	True	False
Or14j9	True	False
Or14p1	True	False
Or1a1	True	False
Or1aa2	True	False
Or1ab2	True	False
Or1ad1	True	False
Or1ad6	True	False
Or1ad8	True	False
Or1af1	True	False
Or1ak2	True	False
Or1b1	True	False
Or1d2	True	False
Or1e1	True	False
Or1e16	True	False
Or1e17	True	False
Or1e19	True	False
Or1e1c	True	False
Or1e1f	True	False
Or1e22	True	False
Or1e23	True	False
Or1e25	True	False
Or1e26	True	False
Or1e29	True	False
Or1e30	True	False
Or1e31	True	False
Or1e32	True	False
Or1e33	True	False
Or1e34	True	False
Or1e35	True	False
Or1f12	True	False
Or1f19	True	False
Or1i2	True	False
Or1j1	True	False
Or1j10	True	False
Or1j11	True	False
Or1j12	True	False
Or1j13	True	False
Or1j14	True	False
Or1j15	True	False
Or1j16	True	False
Or1j17	True	False
Or1j18	True	False
Or1j19	True	False
Or1j20	True	False
Or1j21	True	False
Or1j4	True	False
Or1l4	True	False
Or1l4b	True	False
Or1l8	True	False
Or1m1	True	False
Or1n1	True	False
Or1n1b	True	False
Or1n2	True	False
Or1o1	True	False
Or1o11	True	False
Or1o2	True	False
Or1o3	True	False
Or1o4	True	False
Or1p1	True	False
Or1p1c	True	False
Or1q1	True	False
Or1r1	True	False
Or1s2	True	False
Or1x2	True	False
Or1x6	True	False
Or2a12	True	False
Or2a14	True	False
Or2a20	True	False
Or2a25	True	False
Or2a5	True	False
Or2a51	True	False
Or2a52	True	False
Or2a54	True	False
Or2a56	True	False
Or2a57	True	False
Or2a7	True	False
Or2aa1	True	False
Or2ab1	True	False
Or2ad1	True	False
Or2ag1	True	False
Or2ag12	True	False
Or2ag13	True	False
Or2ag15	True	False
Or2ag16	True	False
Or2ag17	True	False
Or2ag18	True	False
Or2ag19	True	False
Or2ag1b	True	False
Or2ag2	True	False
Or2ag20	True	False
Or2ag2b	True	False
Or2ah1	True	False
Or2aj4	True	False
Or2aj6	True	False
Or2ak4	True	False
Or2ak5	True	False
Or2ak6	True	False
Or2ak7	True	False
Or2at1	True	False
Or2at4	True	False
Or2av9	True	False
Or2b11	True	False
Or2b28	True	False
Or2b4	True	False
Or2b6	True	False
Or2b7	True	False
Or2bd2	True	False
Or2c1	True	False
Or2d2	True	False
Or2d2b	True	False
Or2d3	True	False
Or2d36	True	False
Or2d3c	True	False
Or2d4	True	False
Or2f1	True	False
Or2f1b	True	False
Or2f2	True	False
Or2g1	True	False
Or2g25	True	False
Or2g7	True	False
Or2h1	True	False
Or2h15	True	False
Or2h1b	True	False
Or2h2	True	False
Or2h2c	True	False
Or2i1	True	False
Or2j3	True	False
Or2j6	True	False
Or2k2	True	False
Or2l13	True	False
Or2l13b	True	False
Or2l5	True	False
Or2m12	True	False
Or2m13	True	False
Or2n1	True	False
Or2n1b	True	False
Or2n1c	True	False
Or2n1d	True	False
Or2n1e	True	False
Or2o1	True	False
Or2p2	True	False
Or2q1	True	False
Or2r11	True	False
Or2r2	True	False
Or2r3	True	False
Or2t1	True	False
Or2t26	True	False
Or2t29	True	False
Or2t35	True	False
Or2t43	True	False
Or2t44	True	False
Or2t45	True	False
Or2t46	True	False
Or2t47	True	False
Or2t48	True	False
Or2t49	True	False
Or2t6	True	False
Or2v1	True	False
Or2v2	True	False
Or2w1	True	False
Or2w2	True	False
Or2w3	True	False
Or2w3b	True	False
Or2w4	True	False
Or2w6	True	False
Or2y1	True	False
Or2y10	True	False
Or2y13	True	False
Or2y14	True	False
Or2y15	True	False
Or2y16	True	False
Or2y17	True	False
Or2y1b	True	False
Or2y1c	True	False
Or2y1d	True	False
Or2y1e	True	False
Or2y1f	True	False
Or2y1g	True	False
Or2y3	True	False
Or2y6	True	False
Or2y8	True	False
Or2z2	True	False
Or2z8	True	False
Or2z9	True	False
Or3a1	True	False
Or3a10	True	False
Or3a1b	True	False
Or3a1c	True	False
Or3a1d	True	False
Or3a4	True	False
Or4a15	True	False
Or4a2	True	False
Or4a27	True	False
Or4a39	True	False
Or4a47	True	False
Or4a66	True	False
Or4a67	True	False
Or4a68	True	False
Or4a69	True	False
Or4a70	True	False
Or4a71	True	False
Or4a72	True	False
Or4a73	True	False
Or4a74	True	False
Or4a75	True	False
Or4a76	True	False
Or4a77	True	False
Or4a78	True	False
Or4a79	True	False
Or4a80	True	False
Or4a81	True	False
Or4b1	True	False
Or4b12	True	False
Or4b13	True	False
Or4b1b	True	False
Or4b1d	True	False
Or4c1	True	False
Or4c10	True	False
Or4c100	True	False
Or4c101	True	False
Or4c102	True	False
Or4c103	True	False
Or4c104	True	False
Or4c105	True	False
Or4c106	True	False
Or4c107	True	False
Or4c108	True	False
Or4c109	True	False
Or4c10b	True	False
Or4c11	True	False
Or4c110	True	False
Or4c111	True	False
Or4c112	True	False
Or4c113	True	False
Or4c114	True	False
Or4c115	True	False
Or4c116	True	False
Or4c117	True	False
Or4c118	True	False
Or4c119	True	False
Or4c11b	True	False
Or4c11c	True	False
Or4c12	True	False
Or4c120	True	False
Or4c121	True	False
Or4c122	True	False
Or4c123	True	False
Or4c124	True	False
Or4c125	True	False
Or4c126	True	False
Or4c127	True	False
Or4c12b	True	False
Or4c15	True	False
Or4c15b	True	False
Or4c29	True	False
Or4c3	True	False
Or4c31	True	False
Or4c35	True	False
Or4c3d	True	False
Or4c52	True	False
Or4c58	True	False
Or4c99	True	False
Or4d1	True	False
Or4d10	True	False
Or4d10b	True	False
Or4d10c	True	False
Or4d11	True	False
Or4d2	True	False
Or4d2b	True	False
Or4d5	True	False
Or4d6	True	False
Or4e1	True	False
Or4e2	True	False
Or4e5	True	False
Or4f14d	True	False
Or4f15	True	False
Or4f17-ps1	True	False
Or4f4-ps1	True	False
Or4f47	True	False
Or4f4b	True	False
Or4f52	True	False
Or4f53	True	False
Or4f54	True	False
Or4f56	True	False
Or4f57	True	False
Or4f58	True	False
Or4f59	True	False
Or4f6	True	False
Or4f60	True	False
Or4f61	True	False
Or4f62	True	False
Or4f7	True	False
Or4g16	True	False
Or4g17	True	False
Or4g7	True	False
Or4k1	True	False
Or4k15	True	False
Or4k15b	True	False
Or4k15c	True	False
Or4k2	True	False
Or4k35	True	False
Or4k36	True	False
Or4k37	True	False
Or4k40	True	False
Or4k41	True	False
Or4k42	True	False
Or4k44	True	False
Or4k45	True	False
Or4k47	True	False
Or4k48	True	False
Or4k49	True	False
Or4k5	True	False
Or4k51	True	False
Or4k52	True	False
Or4k6	True	False
Or4k77	True	False
Or4l1	True	False
Or4l15	True	False
Or4m1	True	False
Or4n4	True	False
Or4n4b	True	False
Or4n5	True	False
Or4p18	True	False
Or4p19	True	False
Or4p20	True	False
Or4p21	True	False
Or4p22	True	False
Or4p23	True	False
Or4p4	True	False
Or4p7	True	False
Or4p8	True	False
Or4q3	True	False
Or4s2	True	False
Or4x11	True	False
Or4x13	True	False
Or4z4	True	False
Or51a10	True	False
Or51a24	True	False
Or51a25	True	False
Or51a39	True	False
Or51a43	True	False
Or51a5	True	False
Or51a6	True	False
Or51a7	True	False
Or51a8	True	False
Or51aa2	True	False
Or51aa5	True	False
Or51ab3	True	False
Or51ac3	True	False
Or51af1	True	False
Or51ag1	True	False
Or51ah3	True	False
Or51ai2	True	False
Or51b17	True	False
Or51b4	True	False
Or51b6	True	False
Or51b6b	True	False
Or51d1	True	False
Or51e1	True	False
Or51e2	True	False
Or51f1	True	False
Or51f1d	True	False
Or51f1e	True	False
Or51f2	True	False
Or51f23	True	False
Or51f23b	True	False
Or51f5	True	False
Or51g1	True	False
Or51g2	True	False
Or51h1	True	False
Or51h5	True	False
Or51i1	True	False
Or51i2	True	False
Or51k1	True	False
Or51k2	True	False
Or51l14	True	False
Or51l4	True	False
Or51m1	True	False
Or51p1	True	False
Or51q1	True	False
Or51q1c	True	False
Or51r1	True	False
Or51s1	True	False
Or51t4	True	False
Or51v14	True	False
Or51v8	True	False
Or52a20	True	False
Or52a24	True	False
Or52a33	True	False
Or52a5	True	False
Or52a5b	True	False
Or52ab2	True	False
Or52ab4	True	False
Or52ab7	True	False
Or52ad1	True	False
Or52ae7	True	False
Or52ae9	True	False
Or52b1	True	False
Or52b2	True	False
Or52b3	True	False
Or52b4	True	False
Or52b4i	True	False
Or52d1	True	False
Or52d13	True	False
Or52d3	True	False
Or52e15	True	False
Or52e18	True	False
Or52e19	True	False
Or52e2	True	False
Or52e3	True	False
Or52e4	True	False
Or52e5	True	False
Or52e7	True	False
Or52e8	True	False
Or52e8b	True	False
Or52h1	True	False
Or52h2	True	False
Or52h7	True	False
Or52h9	True	False
Or52i2	True	False
Or52j3	True	False
Or52k2	True	False
Or52l1	True	False
Or52m1	True	False
Or52m2	True	False
Or52n2	True	False
Or52n20	True	False
Or52n2b	True	False
Or52n2c	True	False
Or52n3	True	False
Or52n4	True	False
Or52n4b	True	False
Or52n5	True	False
Or52p1	True	False
Or52p2	True	False
Or52r1	True	False
Or52r1b	True	False
Or52r1c	True	False
Or52s1	True	False
Or52s19	True	False
Or52s1b	True	False
Or52s6	True	False
Or52u1	True	False
Or52w1	True	False
Or52x1	True	False
Or52z1	True	False
Or52z12	True	False
Or52z13	True	False
Or52z14	True	False
Or52z15	True	False
Or55b10	True	False
Or55b3	True	False
Or55b4	True	False
Or56a3	True	False
Or56a4	True	False
Or56a41	True	False
Or56a5	True	False
Or56b1b	True	False
Or56b2	True	False
Or56b34	True	False
Or56b35	True	False
Or5a1	True	False
Or5a21	True	False
Or5a3	True	False
Or5ac15	True	False
Or5ac16	True	False
Or5ac17	True	False
Or5ac20	True	False
Or5ac21	True	False
Or5ac22	True	False
Or5ac23	True	False
Or5ac24	True	False
Or5ac25	True	False
Or5ae1	True	False
Or5ae2	True	False
Or5af1	True	False
Or5af2	True	False
Or5ak20	True	False
Or5ak22	True	False
Or5ak23	True	False
Or5ak24	True	False
Or5ak25	True	False
Or5ak4	True	False
Or5al1	True	False
Or5al5	True	False
Or5al6	True	False
Or5al7	True	False
Or5an1	True	False
Or5an10	True	False
Or5an11	True	False
Or5an1b	True	False
Or5an1c	True	False
Or5an6	True	False
Or5an9	True	False
Or5ap2	True	False
Or5aq1	True	False
Or5aq1b	True	False
Or5aq6	True	False
Or5aq7	True	False
Or5ar1	True	False
Or5as1	True	False
Or5au1	True	False
Or5b101	True	False
Or5b102	True	False
Or5b104	True	False
Or5b105	True	False
Or5b106	True	False
Or5b107	True	False
Or5b108	True	False
Or5b109	True	False
Or5b112	True	False
Or5b113	True	False
Or5b116	True	False
Or5b118	True	False
Or5b119	True	False
Or5b12	True	False
Or5b120	True	False
Or5b121	True	False
Or5b122	True	False
Or5b123	True	False
Or5b124	True	False
Or5b12b	True	False
Or5b21	True	False
Or5b24	True	False
Or5b3	True	False
Or5b94	True	False
Or5b95	True	False
Or5b96	True	False
Or5b97	True	False
Or5b98	True	False
Or5b99	True	False
Or5bb10	True	False
Or5bb12	True	False
Or5be3	True	False
Or5bh3	True	False
Or5bw2	True	False
Or5c1	True	False
Or5d14	True	False
Or5d16	True	False
Or5d18	True	False
Or5d3	True	False
Or5d35	True	False
Or5d36	True	False
Or5d37	True	False
Or5d38	True	False
Or5d39	True	False
Or5d40	True	False
Or5d41	True	False
Or5d43	True	False
Or5d44	True	False
Or5d45	True	False
Or5d46	True	False
Or5d47	True	False
Or5e1	True	False
Or5g23	True	False
Or5g25	True	False
Or5g26	True	False
Or5g27	True	False
Or5g29	True	False
Or5g9	True	False
Or5h17	True	False
Or5h18	True	False
Or5h19	True	False
Or5h22	True	False
Or5h23	True	False
Or5h26	True	False
Or5i1	True	False
Or5j1	True	False
Or5j3	True	False
Or5k1	True	False
Or5k14	True	False
Or5k15	True	False
Or5k16	True	False
Or5k17	True	False
Or5k1b	True	False
Or5k3	True	False
Or5k8	True	False
Or5l13	True	False
Or5l14	True	False
Or5m10	True	False
Or5m10b	True	False
Or5m11	True	False
Or5m11b	True	False
Or5m12	True	False
Or5m13	True	False
Or5m13b	True	False
Or5m3	True	False
Or5m5	True	False
Or5m8	True	False
Or5m9	True	False
Or5m9b	True	False
Or5o1	True	False
Or5p1	True	False
Or5p4	True	False
Or5p5	True	False
Or5p50	True	False
Or5p51	True	False
Or5p52	True	False
Or5p53	True	False
Or5p54	True	False
Or5p55	True	False
Or5p56	True	False
Or5p57	True	False
Or5p6	True	False
Or5p60	True	False
Or5p61	True	False
Or5p62	True	False
Or5p63	True	False
Or5p64	True	False
Or5p66	True	False
Or5p67	True	False
Or5p68	True	False
Or5p69	True	False
Or5p70	True	False
Or5p72	True	False
Or5p73	True	False
Or5p76	True	False
Or5p78	True	False
Or5p79	True	False
Or5p80	True	False
Or5p81	True	False
Or5t15	True	False
Or5t16	True	False
Or5t17	True	False
Or5t18	True	False
Or5t5	True	False
Or5t7	True	False
Or5t9	True	False
Or5v1	True	False
Or5v1b	True	False
Or5w1	True	False
Or5w10	True	False
Or5w11	True	False
Or5w12	True	False
Or5w13	True	False
Or5w14	True	False
Or5w15	True	False
Or5w16	True	False
Or5w17	True	False
Or5w18	True	False
Or5w19	True	False
Or5w1b	True	False
Or5w20	True	False
Or5w22	True	False
Or5w8	True	False
Or6a2	True	False
Or6aa1	True	False
Or6ae1	True	False
Or6b1	True	False
Or6b13	True	False
Or6b2	True	False
Or6b2b	True	False
Or6b3	True	False
Or6b6	True	False
Or6b9	True	False
Or6c1	True	False
Or6c1b	True	False
Or6c2	True	False
Or6c200-ps1	True	False
Or6c201	True	False
Or6c202	True	False
Or6c203	True	False
Or6c205	True	False
Or6c206	True	False
Or6c207	True	False
Or6c208	True	False
Or6c209	True	False
Or6c210	True	False
Or6c211	True	False
Or6c212	True	False
Or6c213	True	False
Or6c214	True	False
Or6c215	True	False
Or6c216	True	False
Or6c217	True	False
Or6c219	True	False
Or6c2b	True	False
Or6c3	True	False
Or6c33	True	False
Or6c35	True	False
Or6c38	True	False
Or6c3b	True	False
Or6c5	True	False
Or6c5b	True	False
Or6c5c	True	False
Or6c63-ps1	True	False
Or6c65	True	False
Or6c66	True	False
Or6c66b	True	False
Or6c68	True	False
Or6c69	True	False
Or6c69b	True	False
Or6c69c	True	False
Or6c7	True	False
Or6c70	True	False
Or6c74	True	False
Or6c75	True	False
Or6c76	True	False
Or6c76b	True	False
Or6c8	True	False
Or6c88	True	False
Or6d12	True	False
Or6d13	True	False
Or6d14	True	False
Or6d15	True	False
Or6e1	True	False
Or6f1	True	False
Or6f2	True	False
Or6k14	True	False
Or6k2	True	False
Or6k4	True	False
Or6k6	True	False
Or6n1	True	False
Or6n2	True	False
Or6p1	True	False
Or6s1	True	False
Or6x1	True	False
Or6y1	True	False
Or6z1	True	False
Or6z3	True	False
Or6z5	True	False
Or6z6	True	False
Or6z7	True	False
Or7a35	True	False
Or7a36	True	False
Or7a37	True	False
Or7a38	True	False
Or7a39	True	False
Or7a40	True	False
Or7a41	True	False
Or7a42	True	False
Or7c19	True	False
Or7c70	True	False
Or7d11	True	False
Or7d9	True	False
Or7e165	True	False
Or7e169	True	False
Or7e170	True	False
Or7e173	True	False
Or7e174	True	False
Or7e175	True	False
Or7e176	True	False
Or7e177	True	False
Or7e178	True	False
Or7g12	True	False
Or7g16	True	False
Or7g17	True	False
Or7g18	True	False
Or7g19	True	False
Or7g20	True	False
Or7g21	True	False
Or7g22	True	False
Or7g23	True	False
Or7g25	True	False
Or7g26	True	False
Or7g27	True	False
Or7g28	True	False
Or7g29	True	False
Or7g30	True	False
Or7g31	True	False
Or7g32	True	False
Or7g33	True	False
Or7g34	True	False
Or7g35	True	False
Or7h8	True	False
Or7r1	True	False
Or8a1b	True	False
Or8b1	True	False
Or8b101	True	False
Or8b12	True	False
Or8b12b	True	False
Or8b12c	True	False
Or8b12i	True	False
Or8b1b	True	False
Or8b1c	True	False
Or8b3	True	False
Or8b35	True	False
Or8b36	True	False
Or8b37	True	False
Or8b38	True	False
Or8b39	True	False
Or8b3b	True	False
Or8b4	True	False
Or8b42	True	False
Or8b43	True	False
Or8b44	True	False
Or8b46	True	False
Or8b47	True	False
Or8b48	True	False
Or8b49	True	False
Or8b50	True	False
Or8b51	True	False
Or8b52	True	False
Or8b53	True	False
Or8b54	True	False
Or8b55	True	False
Or8b56	True	False
Or8b57	True	False
Or8b8	True	False
Or8b9	True	False
Or8c10	True	False
Or8c11	True	False
Or8c13	True	False
Or8c15	True	False
Or8c16	True	False
Or8c17	True	False
Or8c18	True	False
Or8c20	True	False
Or8c8	True	False
Or8c9	True	False
Or8d1	True	False
Or8d1b	True	False
Or8d23	True	False
Or8d2b	True	False
Or8d4	True	False
Or8d6	True	False
Or8g17	True	False
Or8g18	True	False
Or8g2	True	False
Or8g20	True	False
Or8g21	True	False
Or8g23	True	False
Or8g24	True	False
Or8g26	True	False
Or8g27	True	False
Or8g28	True	False
Or8g2b	True	False
Or8g30	True	False
Or8g32	True	False
Or8g33	True	False
Or8g34	True	False
Or8g36	True	False
Or8g37	True	False
Or8g4	True	False
Or8g50	True	False
Or8g51	True	False
Or8g52	True	False
Or8g53	True	False
Or8g54	True	False
Or8g55	True	False
Or8h10	True	False
Or8h7	True	False
Or8h8	True	False
Or8h9	True	False
Or8i2	True	False
Or8j3	True	False
Or8j3c	True	False
Or8k1	True	False
Or8k16	True	False
Or8k17	True	False
Or8k21	True	False
Or8k22	True	False
Or8k23	True	False
Or8k24	True	False
Or8k27	True	False
Or8k3	True	False
Or8k30	True	False
Or8k32	True	False
Or8k33	True	False
Or8k35	True	False
Or8k37	True	False
Or8k39	True	False
Or8k3b	True	False
Or8k40	True	False
Or8k41	True	False
Or8k53	True	False
Or8s10	True	False
Or8s16	True	False
Or8s2	True	False
Or8s5	True	False
Or8s8	True	False
Or8u10	True	False
Or8u8	True	False
Or8u9	True	False
Or8w1	True	False
Or9a2	True	False
Or9a4	True	False
Or9a7	True	False
Or9e1	True	False
Or9g19	True	False
Or9g20	True	False
Or9g3	True	False
Or9g4	True	False
Or9g4b	True	False
Or9g8	True	False
Or9i14	True	False
Or9i16	True	False
Or9i1b	True	False
Or9i2	True	False
Or9k2	True	False
Or9k2b	True	False
Or9k7	True	False
Or9m1	True	False
Or9m1b	True	False
Or9m2	True	False
Or9q1	True	False
Or9q2	True	False
Or9r3	True	False
Or9s13	True	False
Or9s14	True	False
Or9s15	True	False
Or9s18	True	False
Or9s23	True	False
Or9s27	True	False
Orai1	True	False
Orai2	True	False
Orai3	True	False
Orc1	True	False
Orc2	True	False
Orc3	True	False
Orc4	True	False
Orc5	True	False
Orc6	True	False
Orm1	True	False
Orm2	True	False
Orm3	True	False
Ormdl1	True	False
Ormdl2	True	False
Ormdl3	True	False
Os9	True	False
Osbp	True	False
