pathway	NGenes	Correlation	Direction	PValue	FDR	model	setting
R-HSA-72689	90	0.01	Up	0.153270705120597	0.319432049415492	primary	fixed_0.01
R-HSA-1660499	13	0.01	Down	0.153718830540752	0.319432049415492	primary	fixed_0.01
R-HSA-9684482	47	0.01	Up	0.153786891539941	0.319432049415492	primary	fixed_0.01
R-HSA-2122947	10	0.01	Up	0.154966177941376	0.320905512038928	primary	fixed_0.01
R-HSA-168138	23	0.01	Up	0.155240833550154	0.320905512038928	primary	fixed_0.01
R-HSA-202131	10	0.01	Down	0.156617035302446	0.322975800073465	primary	fixed_0.01
R-HSA-5619102	23	0.01	Up	0.15718754898948	0.323378680737307	primary	fixed_0.01
R-HSA-2029482	30	0.01	Down	0.16024501676881	0.328883820130271	primary	fixed_0.01
R-HSA-5673000	17	0.01	Down	0.163398066882663	0.334558512239563	primary	fixed_0.01
R-HSA-8950505	26	0.01	Up	0.164125934774454	0.335252501837865	primary	fixed_0.01
R-HSA-6804756	21	0.01	Up	0.167756703318635	0.34140882463828	primary	fixed_0.01
R-HSA-6807070	61	0.01	Up	0.167931950866161	0.34140882463828	primary	fixed_0.01
R-HSA-77075	13	0.01	Up	0.169568465206552	0.343117410817013	primary	fixed_0.01
R-HSA-167160	13	0.01	Up	0.169568465206552	0.343117410817013	primary	fixed_0.01
R-HSA-5339562	16	0.01	Down	0.171919173791328	0.347059315709893	primary	fixed_0.01
R-HSA-114452	13	0.01	Down	0.173171654441672	0.348770948898882	primary	fixed_0.01
R-HSA-8873719	29	0.01	Down	0.173805692055536	0.349231950004364	primary	fixed_0.01
R-HSA-9851695	14	0.01	Up	0.17583677281903	0.350859486504638	primary	fixed_0.01
R-HSA-9818564	14	0.01	Up	0.17583677281903	0.350859486504638	primary	fixed_0.01
R-HSA-9841922	14	0.01	Up	0.17583677281903	0.350859486504638	primary	fixed_0.01
R-HSA-390466	43	0.01	Up	0.18414430453648	0.366587506952531	primary	fixed_0.01
R-HSA-111447	10	0.01	Down	0.187245055845827	0.371901470366597	primary	fixed_0.01
R-HSA-69242	58	0.01	Up	0.189117127191636	0.374756238251012	primary	fixed_0.01
R-HSA-110320	10	0.01	Up	0.189695975881305	0.375041126627718	primary	fixed_0.01
R-HSA-9013149	46	0.01	Down	0.194501436384794	0.383661872228128	primary	fixed_0.01
R-HSA-113418	16	0.01	Up	0.196122921549481	0.383721084200432	primary	fixed_0.01
R-HSA-167158	16	0.01	Up	0.196122921549481	0.383721084200432	primary	fixed_0.01
R-HSA-6798695	198	0.01	Down	0.196385902088253	0.383721084200432	primary	fixed_0.01
R-HSA-2173793	11	0.01	Up	0.196740117546658	0.383721084200432	primary	fixed_0.01
R-HSA-983705	47	0.01	Down	0.197083276501657	0.383721084200432	primary	fixed_0.01
R-HSA-8956320	11	0.01	Up	0.197202366938273	0.383721084200432	primary	fixed_0.01
R-HSA-9668328	16	0.01	Down	0.198735251008625	0.385832852183412	primary	fixed_0.01
R-HSA-9692914	54	0.01	Up	0.20365596923866	0.393633752233642	primary	fixed_0.01
R-HSA-2219530	10	0.01	Down	0.20402096870654	0.393633752233642	primary	fixed_0.01
R-HSA-168249	328	0.01	Down	0.204123303072434	0.393633752233642	primary	fixed_0.01
R-HSA-72086	15	0.01	Up	0.20819930151254	0.394047918265876	primary	fixed_0.01
R-HSA-400206	22	0.01	Up	0.208335615522265	0.394047918265876	primary	fixed_0.01
R-HSA-8852135	21	0.01	Up	0.208808396823713	0.394047918265876	primary	fixed_0.01
R-HSA-975871	22	0.01	Up	0.210280791650003	0.394047918265876	primary	fixed_0.01
R-HSA-975155	22	0.01	Up	0.210280791650003	0.394047918265876	primary	fixed_0.01
R-HSA-166058	22	0.01	Up	0.210280791650003	0.394047918265876	primary	fixed_0.01
R-HSA-975138	22	0.01	Up	0.210280791650003	0.394047918265876	primary	fixed_0.01
R-HSA-168142	22	0.01	Up	0.210280791650003	0.394047918265876	primary	fixed_0.01
R-HSA-181438	22	0.01	Up	0.210280791650003	0.394047918265876	primary	fixed_0.01
R-HSA-168176	22	0.01	Up	0.210280791650003	0.394047918265876	primary	fixed_0.01
R-HSA-168181	22	0.01	Up	0.210280791650003	0.394047918265876	primary	fixed_0.01
R-HSA-168179	22	0.01	Up	0.210280791650003	0.394047918265876	primary	fixed_0.01
R-HSA-168188	22	0.01	Up	0.210280791650003	0.394047918265876	primary	fixed_0.01
R-HSA-204174	10	0.01	Down	0.214783060622244	0.401461149048324	primary	fixed_0.01
R-HSA-391251	48	0.01	Up	0.215168272459775	0.401461149048324	primary	fixed_0.01
R-HSA-9013404	29	0.01	Down	0.217442583536743	0.404828308874022	primary	fixed_0.01
R-HSA-9609736	21	0.01	Down	0.219198346405766	0.40655024044009	primary	fixed_0.01
R-HSA-9020591	27	0.01	Up	0.219310744552949	0.40655024044009	primary	fixed_0.01
R-HSA-187687	15	0.01	Down	0.220998330520119	0.408694794896	primary	fixed_0.01
R-HSA-422475	269	0.01	Down	0.221415857559666	0.408694794896	primary	fixed_0.01
R-HSA-69473	20	0.01	Up	0.223447294391403	0.411509991192372	primary	fixed_0.01
R-HSA-9679506	160	0.01	Up	0.22389580727288	0.411509991192372	primary	fixed_0.01
R-HSA-167172	24	0.01	Up	0.224606036793328	0.411937029182657	primary	fixed_0.01
R-HSA-8979227	10	0.01	Down	0.226179533401176	0.413445088342584	primary	fixed_0.01
R-HSA-73772	11	0.01	Up	0.226387565774593	0.413445088342584	primary	fixed_0.01
R-HSA-373752	14	0.01	Down	0.227960055091539	0.415436717735532	primary	fixed_0.01
R-HSA-418990	91	0.01	Down	0.229372518267019	0.416250759465622	primary	fixed_0.01
R-HSA-421270	91	0.01	Down	0.229372518267019	0.416250759465622	primary	fixed_0.01
R-HSA-9006934	141	0.01	Down	0.234326763025277	0.424348045646616	primary	fixed_0.01
R-HSA-174417	10	0.01	Up	0.23513700062749	0.42447650806849	primary	fixed_0.01
R-HSA-2426168	19	0.01	Down	0.235382564799	0.42447650806849	primary	fixed_0.01
R-HSA-9824439	39	0.01	Down	0.236678558961179	0.425922584184836	primary	fixed_0.01
R-HSA-165159	25	0.01	Up	0.238273631892504	0.427899730606955	primary	fixed_0.01
R-HSA-2173789	17	0.01	Up	0.23904051602836	0.42838445907785	primary	fixed_0.01
R-HSA-389977	15	0.01	Down	0.239720877270848	0.428712440264463	primary	fixed_0.01
R-HSA-399954	10	0.01	Down	0.241337607739544	0.429764242694612	primary	fixed_0.01
R-HSA-8955332	11	0.01	Down	0.242423429499179	0.429764242694612	primary	fixed_0.01
R-HSA-167161	13	0.01	Up	0.244297539350766	0.429764242694612	primary	fixed_0.01
R-HSA-167162	13	0.01	Up	0.244297539350766	0.429764242694612	primary	fixed_0.01
R-HSA-73776	13	0.01	Up	0.244297539350766	0.429764242694612	primary	fixed_0.01
R-HSA-75953	13	0.01	Up	0.244297539350766	0.429764242694612	primary	fixed_0.01
R-HSA-76042	13	0.01	Up	0.244297539350766	0.429764242694612	primary	fixed_0.01
R-HSA-73779	13	0.01	Up	0.244297539350766	0.429764242694612	primary	fixed_0.01
R-HSA-9013409	19	0.01	Down	0.244822962042645	0.429811391610509	primary	fixed_0.01
R-HSA-9748784	17	0.01	Down	0.247050530079528	0.432534705287766	primary	fixed_0.01
R-HSA-9861718	18	0.01	Down	0.247377737478966	0.432534705287766	primary	fixed_0.01
R-HSA-432720	18	0.01	Down	0.251153320900971	0.438247292746228	primary	fixed_0.01
R-HSA-9013420	15	0.01	Down	0.252242878240351	0.439259315238753	primary	fixed_0.01
R-HSA-9678108	67	0.01	Up	0.257936689706043	0.44826900509397	primary	fixed_0.01
R-HSA-9022692	13	0.01	Up	0.262902489873219	0.45597977116844	primary	fixed_0.01
R-HSA-9675108	273	0.01	Down	0.264054083989876	0.456253566576569	primary	fixed_0.01
R-HSA-9694516	119	0.01	Up	0.264118943992701	0.456253566576569	primary	fixed_0.01
R-HSA-9725371	10	0.01	Up	0.269533069016048	0.464675010983668	primary	fixed_0.01
R-HSA-9648025	46	0.01	Up	0.270550616619434	0.465498266518866	primary	fixed_0.01
R-HSA-71336	10	0.01	Up	0.274132572979448	0.470128612333258	primary	fixed_0.01
R-HSA-73893	14	0.01	Up	0.274332589331356	0.470128612333258	primary	fixed_0.01
R-HSA-170834	27	0.01	Up	0.276016045646134	0.472075062196363	primary	fixed_0.01
R-HSA-9918485	14	0.01	Down	0.277376501833935	0.473462464516538	primary	fixed_0.01
R-HSA-2262752	340	0.01	Up	0.279549581551342	0.476228733789046	primary	fixed_0.01
R-HSA-8951664	74	0.01	Up	0.281566057806417	0.477687928237654	primary	fixed_0.01
R-HSA-5362517	11	0.01	Down	0.282157014383164	0.477687928237654	primary	fixed_0.01
R-HSA-9013408	30	0.01	Down	0.28253607398019	0.477687928237654	primary	fixed_0.01
R-HSA-1236394	10	0.01	Down	0.282622788168449	0.477687928237654	primary	fixed_0.01
R-HSA-8866654	13	0.01	Up	0.284542520793904	0.479719388267481	primary	fixed_0.01
R-HSA-195721	92	0.01	Down	0.28493773409855	0.479719388267481	primary	fixed_0.01
R-HSA-15869	45	0.01	Up	0.289373729504736	0.486238118583007	primary	fixed_0.01
R-HSA-1168372	43	0.01	Down	0.290754847042666	0.486634040636613	primary	fixed_0.01
R-HSA-167242	14	0.01	Up	0.291301754996376	0.486634040636613	primary	fixed_0.01
R-HSA-373755	32	0.01	Down	0.291302975601499	0.486634040636613	primary	fixed_0.01
R-HSA-5689880	62	0.01	Up	0.292521113820433	0.487557385742098	primary	fixed_0.01
R-HSA-72766	285	0.01	Down	0.292986920898384	0.487557385742098	primary	fixed_0.01
R-HSA-2995383	11	0.01	Up	0.295345044157775	0.49053454347592	primary	fixed_0.01
R-HSA-1989781	21	0.01	Up	0.296916140935098	0.492195602857797	primary	fixed_0.01
R-HSA-5689603	48	0.01	Up	0.299951595477805	0.496273081193604	primary	fixed_0.01
R-HSA-5628897	44	0.01	Down	0.301095749900495	0.49721175558281	primary	fixed_0.01
R-HSA-71387	95	0.01	Up	0.303677393321952	0.498645953459137	primary	fixed_0.01
R-HSA-9764265	81	0.01	Down	0.303699681631145	0.498645953459137	primary	fixed_0.01
R-HSA-9764274	81	0.01	Down	0.303699681631145	0.498645953459137	primary	fixed_0.01
R-HSA-5694530	18	0.01	Down	0.308434843036322	0.505457860641273	primary	fixed_0.01
R-HSA-74751	10	0.01	Down	0.309105059571276	0.505594993074838	primary	fixed_0.01
R-HSA-389356	16	0.01	Down	0.310208332445508	0.506438603348538	primary	fixed_0.01
R-HSA-447115	28	0.01	Up	0.312398516827011	0.508496523616523	primary	fixed_0.01
R-HSA-8949613	12	0.01	Down	0.312648674613407	0.508496523616523	primary	fixed_0.01
R-HSA-983169	98	0.01	Up	0.314323552559416	0.509638075894183	primary	fixed_0.01
R-HSA-749476	11	0.01	Up	0.315124239503016	0.509638075894183	primary	fixed_0.01
R-HSA-74158	11	0.01	Up	0.315124239503016	0.509638075894183	primary	fixed_0.01
R-HSA-5619084	40	0.01	Down	0.321049331369516	0.516871757038056	primary	fixed_0.01
R-HSA-983168	75	0.01	Up	0.321380333115924	0.516871757038056	primary	fixed_0.01
R-HSA-9633012	83	0.01	Up	0.321849321567789	0.516871757038056	primary	fixed_0.01
R-HSA-5617833	60	0.01	Up	0.321995514535308	0.516871757038056	primary	fixed_0.01
R-HSA-9841251	10	0.01	Down	0.325554564652743	0.521613447454767	primary	fixed_0.01
R-HSA-446219	16	0.01	Down	0.332067487123919	0.531061547125822	primary	fixed_0.01
R-HSA-6807878	58	0.01	Down	0.335138731186165	0.534980715337916	primary	fixed_0.01
R-HSA-166016	27	0.01	Up	0.33577192297751	0.535000734947531	primary	fixed_0.01
R-HSA-9013405	21	0.01	Down	0.337547945786695	0.53683824588216	primary	fixed_0.01
R-HSA-9828806	13	0.01	Down	0.340250742045423	0.540140220337302	primary	fixed_0.01
R-HSA-8939211	53	0.01	Up	0.342733447210125	0.543081307895455	primary	fixed_0.01
R-HSA-9975921	58	0.01	Up	0.352200999449811	0.557059195460068	primary	fixed_0.01
R-HSA-9637690	13	0.01	Up	0.354310606494875	0.558365102250351	primary	fixed_0.01
R-HSA-2980736	26	0.01	Down	0.356016131194753	0.558365102250351	primary	fixed_0.01
R-HSA-948021	86	0.01	Down	0.360403730028238	0.558365102250351	primary	fixed_0.01
R-HSA-381119	34	0.01	Up	0.361552629208165	0.558365102250351	primary	fixed_0.01
R-HSA-157118	60	0.01	Down	0.363284483624325	0.558365102250351	primary	fixed_0.01
R-HSA-8957322	47	0.01	Down	0.363440387457136	0.558365102250351	primary	fixed_0.01
R-HSA-2894862	10	0.01	Up	0.364855461523431	0.558365102250351	primary	fixed_0.01
R-HSA-2644606	10	0.01	Up	0.364855461523431	0.558365102250351	primary	fixed_0.01
R-HSA-2894858	10	0.01	Up	0.364855461523431	0.558365102250351	primary	fixed_0.01
R-HSA-2644602	10	0.01	Up	0.364855461523431	0.558365102250351	primary	fixed_0.01
R-HSA-2644603	10	0.01	Up	0.364855461523431	0.558365102250351	primary	fixed_0.01
R-HSA-388841	86	0.01	Down	0.365061728933751	0.558365102250351	primary	fixed_0.01
R-HSA-9759476	82	0.01	Down	0.365204705029709	0.558365102250351	primary	fixed_0.01
R-HSA-9013106	23	0.01	Down	0.365413450822339	0.558365102250351	primary	fixed_0.01
R-HSA-975957	97	0.01	Up	0.365656823754024	0.558365102250351	primary	fixed_0.01
R-HSA-927802	97	0.01	Up	0.365656823754024	0.558365102250351	primary	fixed_0.01
R-HSA-180024	13	0.01	Down	0.366521250747344	0.558365102250351	primary	fixed_0.01
R-HSA-499943	18	0.01	Up	0.367538468943782	0.558365102250351	primary	fixed_0.01
R-HSA-9645723	15	0.01	Up	0.368692315814336	0.558365102250351	primary	fixed_0.01
R-HSA-8956319	10	0.01	Up	0.369222216633722	0.558365102250351	primary	fixed_0.01
R-HSA-167152	21	0.01	Up	0.370256254182183	0.558365102250351	primary	fixed_0.01
R-HSA-167200	21	0.01	Up	0.370256254182183	0.558365102250351	primary	fixed_0.01
R-HSA-167169	21	0.01	Up	0.370256254182183	0.558365102250351	primary	fixed_0.01
R-HSA-167246	21	0.01	Up	0.370256254182183	0.558365102250351	primary	fixed_0.01
R-HSA-156842	84	0.01	Up	0.370336678850185	0.558365102250351	primary	fixed_0.01
R-HSA-75105	17	0.01	Down	0.371390131921449	0.558365102250351	primary	fixed_0.01
R-HSA-5619507	18	0.01	Up	0.371482024862121	0.558365102250351	primary	fixed_0.01
R-HSA-5617472	18	0.01	Up	0.371482024862121	0.558365102250351	primary	fixed_0.01
R-HSA-2219528	16	0.01	Down	0.371811564607542	0.558365102250351	primary	fixed_0.01
R-HSA-400685	14	0.01	Down	0.373300320336612	0.559625871530712	primary	fixed_0.01
R-HSA-5250924	14	0.01	Up	0.376663305453753	0.563687099481137	primary	fixed_0.01
R-HSA-71291	188	0.01	Down	0.386880628795583	0.577060515351467	primary	fixed_0.01
R-HSA-9006936	34	0.01	Up	0.386938489412004	0.577060515351467	primary	fixed_0.01
R-HSA-1912422	12	0.01	Down	0.391073738843977	0.582220315860981	primary	fixed_0.01
R-HSA-2132295	66	0.01	Down	0.392971217235749	0.584036533202096	primary	fixed_0.01
R-HSA-5673001	83	0.01	Down	0.396015458743413	0.587547892318111	primary	fixed_0.01
R-HSA-2408522	85	0.01	Up	0.404630447022153	0.599298016036248	primary	fixed_0.01
R-HSA-9662361	13	0.01	Down	0.405515204378443	0.599578226713925	primary	fixed_0.01
R-HSA-9609523	10	0.01	Up	0.411764393844028	0.607775526530054	primary	fixed_0.01
R-HSA-5357801	83	0.01	Up	0.412517642897057	0.607846509704723	primary	fixed_0.01
R-HSA-112043	19	0.01	Down	0.4138213953139	0.608727035427614	primary	fixed_0.01
R-HSA-3371571	18	0.01	Up	0.415142953614477	0.609463574551178	primary	fixed_0.01
R-HSA-9820952	33	0.01	Up	0.416320274096152	0.609463574551178	primary	fixed_0.01
R-HSA-8854214	20	0.01	Down	0.417354796642476	0.609463574551178	primary	fixed_0.01
R-HSA-9663891	44	0.01	Down	0.417568128843565	0.609463574551178	primary	fixed_0.01
R-HSA-2142753	10	0.01	Down	0.417857276751446	0.609463574551178	primary	fixed_0.01
R-HSA-9954709	85	0.01	Up	0.418650407116791	0.609588937389652	primary	fixed_0.01
R-HSA-399956	11	0.01	Down	0.420006481828676	0.610532187750959	primary	fixed_0.01
R-HSA-9958810	13	0.01	Down	0.422645706986519	0.612705003673458	primary	fixed_0.01
R-HSA-8986944	19	0.01	Up	0.422922827361609	0.612705003673458	primary	fixed_0.01
R-HSA-199977	82	0.01	Down	0.425059647994206	0.61476747746813	primary	fixed_0.01
R-HSA-9766229	42	0.01	Down	0.427795428651043	0.617687871854604	primary	fixed_0.01
R-HSA-5358351	64	0.01	Down	0.431701646230322	0.622285650586184	primary	fixed_0.01
R-HSA-8852276	45	0.01	Down	0.433767498589203	0.624219672427201	primary	fixed_0.01
R-HSA-168898	33	0.01	Up	0.434990512341565	0.624936369397382	primary	fixed_0.01
R-HSA-177929	16	0.01	Down	0.43598544042319	0.625323543502146	primary	fixed_0.01
R-HSA-446652	48	0.01	Up	0.44017714047655	0.629309498922616	primary	fixed_0.01
R-HSA-975956	86	0.01	Up	0.440224626276494	0.629309498922616	primary	fixed_0.01
R-HSA-5684996	84	0.01	Down	0.44236312736753	0.631319562567568	primary	fixed_0.01
R-HSA-389960	19	0.01	Up	0.443710801047676	0.632196215707598	primary	fixed_0.01
R-HSA-9931269	39	0.01	Down	0.446234236433856	0.634742428722746	primary	fixed_0.01
R-HSA-1226099	22	0.01	Up	0.447003831441503	0.634789625539663	primary	fixed_0.01
R-HSA-2565942	32	0.01	Up	0.449936292126918	0.637903098377309	primary	fixed_0.01
R-HSA-5358346	38	0.01	Down	0.451558925628702	0.638919369435503	primary	fixed_0.01
R-HSA-109606	20	0.01	Down	0.452135516653895	0.638919369435503	primary	fixed_0.01
R-HSA-6806834	24	0.01	Down	0.459307438175123	0.647899305000758	primary	fixed_0.01
R-HSA-5675221	15	0.01	Down	0.459993474084065	0.647899305000758	primary	fixed_0.01
R-HSA-9730414	52	0.01	Up	0.461892303630479	0.648823475197735	primary	fixed_0.01
R-HSA-9918487	61	0.01	Down	0.462155004375185	0.648823475197735	primary	fixed_0.01
R-HSA-5218920	14	0.01	Down	0.463785776861692	0.649820423276025	primary	fixed_0.01
R-HSA-9909648	69	0.01	Down	0.464372831482635	0.649820423276025	primary	fixed_0.01
R-HSA-5625740	20	0.01	Down	0.468133470765908	0.650215504874421	primary	fixed_0.01
R-HSA-9856649	19	0.01	Up	0.468647359385461	0.650215504874421	primary	fixed_0.01
R-HSA-162909	82	0.01	Up	0.469853590051508	0.650215504874421	primary	fixed_0.01
R-HSA-448424	17	0.01	Up	0.470734959903401	0.650215504874421	primary	fixed_0.01
R-HSA-450294	17	0.01	Up	0.470734959903401	0.650215504874421	primary	fixed_0.01
R-HSA-9755511	58	0.01	Up	0.47076426411662	0.650215504874421	primary	fixed_0.01
R-HSA-201681	57	0.01	Up	0.472097382186802	0.650215504874421	primary	fixed_0.01
R-HSA-167287	17	0.01	Up	0.472952577211441	0.650215504874421	primary	fixed_0.01
R-HSA-167290	17	0.01	Up	0.472952577211441	0.650215504874421	primary	fixed_0.01
R-HSA-167238	17	0.01	Up	0.472952577211441	0.650215504874421	primary	fixed_0.01
R-HSA-167243	17	0.01	Up	0.472952577211441	0.650215504874421	primary	fixed_0.01
R-HSA-3371511	13	0.01	Up	0.475891845033431	0.653214602577735	primary	fixed_0.01
R-HSA-9820965	16	0.01	Down	0.476954637647537	0.65329371984732	primary	fixed_0.01
R-HSA-9711097	105	0.01	Up	0.477465247684236	0.65329371984732	primary	fixed_0.01
R-HSA-69275	79	0.01	Up	0.482131583010294	0.657590861637458	primary	fixed_0.01
R-HSA-453274	79	0.01	Up	0.482131583010294	0.657590861637458	primary	fixed_0.01
R-HSA-9764561	44	0.01	Down	0.485033616627719	0.660503913954335	primary	fixed_0.01
R-HSA-5205647	20	0.01	Down	0.486786267880332	0.661845051913006	primary	fixed_0.01
R-HSA-156902	80	0.01	Up	0.491457342047329	0.667143667472122	primary	fixed_0.01
R-HSA-9682385	10	0.01	Up	0.494101990268902	0.66967911259716	primary	fixed_0.01
R-HSA-195258	110	0.01	Down	0.498889188646059	0.674125312256017	primary	fixed_0.01
R-HSA-8953897	367	0.01	Up	0.498946576820579	0.674125312256017	primary	fixed_0.01
R-HSA-9759194	48	0.01	Up	0.503915717846665	0.678756314061691	primary	fixed_0.01
R-HSA-380287	27	0.01	Up	0.504736423797615	0.678756314061691	primary	fixed_0.01
R-HSA-380270	27	0.01	Up	0.504736423797615	0.678756314061691	primary	fixed_0.01
R-HSA-416572	12	0.01	Down	0.507916051176722	0.681968280551923	primary	fixed_0.01
R-HSA-2454202	57	0.01	Down	0.509829062687267	0.683155553379906	primary	fixed_0.01
R-HSA-5387390	37	0.01	Down	0.511177879269187	0.683155553379906	primary	fixed_0.01
R-HSA-5362768	37	0.01	Down	0.511177879269187	0.683155553379906	primary	fixed_0.01
R-HSA-877300	13	0.01	Up	0.516417105051226	0.689089078257209	primary	fixed_0.01
R-HSA-9013026	16	0.01	Down	0.518029130755679	0.69017173216599	primary	fixed_0.01
R-HSA-8849471	10	0.01	Down	0.519606795926799	0.691205336556946	primary	fixed_0.01
R-HSA-389948	70	0.01	Down	0.521461617431025	0.692603873999297	primary	fixed_0.01
R-HSA-5678895	38	0.01	Down	0.525721438759729	0.697187508016748	primary	fixed_0.01
R-HSA-381038	21	0.01	Down	0.531437103719143	0.703684767136562	primary	fixed_0.01
R-HSA-5610787	53	0.01	Down	0.535718711313626	0.708266149006664	primary	fixed_0.01
R-HSA-168643	11	0.01	Up	0.538361237129928	0.71066981072894	primary	fixed_0.01
R-HSA-6811442	90	0.01	Down	0.543494369588198	0.715788386224595	primary	fixed_0.01
R-HSA-9954714	80	0.01	Up	0.543899527815673	0.715788386224595	primary	fixed_0.01
R-HSA-72764	83	0.01	Up	0.546474792821509	0.717074077312114	primary	fixed_0.01
R-HSA-1489509	15	0.01	Up	0.54654021901863	0.717074077312114	primary	fixed_0.01
R-HSA-69481	54	0.01	Up	0.547684898376905	0.717483863831143	primary	fixed_0.01
R-HSA-9010553	131	0.01	Up	0.549522937663508	0.717924188167683	primary	fixed_0.01
R-HSA-1592230	34	0.01	Down	0.54968673339985	0.717924188167683	primary	fixed_0.01
R-HSA-9020702	44	0.01	Up	0.551706448726687	0.718421938527935	primary	fixed_0.01
R-HSA-5655302	11	0.01	Up	0.552116145070733	0.718421938527935	primary	fixed_0.01
R-HSA-9958825	46	0.01	Down	0.552568149935059	0.718421938527935	primary	fixed_0.01
R-HSA-6814122	18	0.01	Up	0.55533028385224	0.720925760061191	primary	fixed_0.01
R-HSA-5621481	52	0.01	Down	0.558612679037469	0.723373730760993	primary	fixed_0.01
R-HSA-532668	18	0.01	Down	0.558894320982391	0.723373730760993	primary	fixed_0.01
R-HSA-2408557	78	0.01	Up	0.559910112810825	0.723601974876958	primary	fixed_0.01
R-HSA-3371568	12	0.01	Up	0.563418237368002	0.727045689537751	primary	fixed_0.01
R-HSA-9909396	49	0.01	Up	0.569883914733212	0.734289887145035	primary	fixed_0.01
R-HSA-5663202	153	0.01	Up	0.573426866478288	0.737752177469081	primary	fixed_0.01
R-HSA-1266738	404	0.01	Down	0.583263585552222	0.748284133546178	primary	fixed_0.01
R-HSA-9006925	96	0.01	Up	0.583349115711174	0.748284133546178	primary	fixed_0.01
R-HSA-380320	34	0.01	Up	0.586190935238241	0.750812163707821	primary	fixed_0.01
R-HSA-9013406	17	0.01	Down	0.587454821675733	0.75131462356748	primary	fixed_0.01
R-HSA-8980692	36	0.01	Down	0.590629638583964	0.75386664509593	primary	fixed_0.01
R-HSA-381070	22	0.01	Down	0.591199364367574	0.75386664509593	primary	fixed_0.01
R-HSA-450408	36	0.01	Up	0.593623270323444	0.754812848402453	primary	fixed_0.01
R-HSA-9954716	79	0.01	Up	0.594566422727744	0.754812848402453	primary	fixed_0.01
R-HSA-1839126	11	0.01	Up	0.595444010340682	0.754812848402453	primary	fixed_0.01
R-HSA-8851708	11	0.01	Up	0.595444010340682	0.754812848402453	primary	fixed_0.01
R-HSA-192823	80	0.01	Up	0.598385414222871	0.756548005903205	primary	fixed_0.01
R-HSA-9948299	120	0.01	Up	0.60030220666327	0.756548005903205	primary	fixed_0.01
R-HSA-76046	10	0.01	Up	0.602658102725185	0.756548005903205	primary	fixed_0.01
R-HSA-76061	10	0.01	Up	0.602658102725185	0.756548005903205	primary	fixed_0.01
R-HSA-76066	10	0.01	Up	0.602658102725185	0.756548005903205	primary	fixed_0.01
R-HSA-9711123	97	0.01	Down	0.602788917007975	0.756548005903205	primary	fixed_0.01
R-HSA-9012999	153	0.01	Down	0.602956473382253	0.756548005903205	primary	fixed_0.01
R-HSA-9013148	39	0.01	Down	0.605178398366485	0.758232237488242	primary	fixed_0.01
R-HSA-1655829	27	0.01	Down	0.608480114616024	0.761262494628466	primary	fixed_0.01
R-HSA-111465	14	0.01	Up	0.612130247593935	0.764719236849235	primary	fixed_0.01
R-HSA-9612973	63	0.01	Down	0.614935180162857	0.767095999623554	primary	fixed_0.01
R-HSA-203927	15	0.01	Up	0.615812565823086	0.767095999623554	primary	fixed_0.01
R-HSA-1227986	17	0.01	Down	0.617805893293489	0.768468513735912	primary	fixed_0.01
R-HSA-8878166	42	0.01	Down	0.623134748389836	0.773980047711871	primary	fixed_0.01
R-HSA-9006931	68	0.01	Up	0.626888019819573	0.776842101058018	primary	fixed_0.01
